RouteUID,RouteNameZh,Direction,StopSequence,StopUID,StopNameZh
TPE10132,234,0,1,TPE33210,歡仔園
TPE10132,234,0,2,TPE33211,僑中一街
TPE10132,234,0,3,TPE33212,大觀路一段28巷
TPE10132,234,0,4,TPE33213,大觀國小
TPE10132,234,0,5,TPE33214,國立臺灣藝術大學
TPE10132,234,0,6,TPE33215,中山實小
TPE10132,234,0,7,TPE33216,板橋榮家
TPE10132,234,0,8,TPE33217,力行新村
TPE10132,234,0,9,TPE33219,南雅站
TPE10132,234,0,10,TPE33220,亞東科技大學
TPE10132,234,0,11,TPE33221,豫章工商
TPE10132,234,0,12,TPE33222,仁愛新村
TPE10132,234,0,13,TPE33223,福星里
TPE10132,234,0,14,TPE33224,鄉雲里
TPE10132,234,0,15,TPE33225,後站商圈
TPE10132,234,0,16,TPE33226,介壽公園
TPE10132,234,0,17,TPE33227,民權路口
TPE10132,234,0,18,TPE33228,新北市政府(新府路)
TPE10132,234,0,19,TPE33229,新北板橋公車站
TPE10132,234,0,20,TPE33230,新北市政府(中山路)
TPE10132,234,0,21,TPE33231,中山漢生路口
TPE10132,234,0,22,TPE33232,西安里
TPE10132,234,0,23,TPE180862,中山民生路口
TPE10132,234,0,24,TPE33233,埔墘國小
TPE10132,234,0,25,TPE33234,埔墘(中山路)
TPE10132,234,0,26,TPE33235,埔墘派出所
TPE10132,234,0,27,TPE33236,光復橋
TPE10132,234,0,28,TPE33237,西園路二段
TPE10132,234,0,29,TPE33238,華江高中(西園)
TPE10132,234,0,30,TPE33239,西園29服飾基地
TPE10132,234,0,31,TPE33240,大理服飾
TPE10132,234,0,32,TPE33241,捷運龍山寺站
TPE10132,234,0,33,TPE33242,龍山寺(康定)
TPE10132,234,0,34,TPE33243,祖師廟(康定)
TPE10132,234,0,35,TPE33244,西門國小(臺大醫院北護分院)
TPE10132,234,0,36,TPE33245,峨眉街口(中醫院區)
TPE10132,234,0,37,TPE33246,漢口街
TPE10132,234,1,1,TPE33247,中華路北站
TPE10132,234,1,2,TPE33248,捷運西門站
TPE10132,234,1,3,TPE33249,小南門
TPE10132,234,1,4,TPE33250,桂林昆明街口
TPE10132,234,1,5,TPE33251,桂林路
TPE10132,234,1,6,TPE33252,龍山寺(西園)
TPE10132,234,1,7,TPE33253,大理服飾
TPE10132,234,1,8,TPE33254,西園29服飾基地
TPE10132,234,1,9,TPE33255,華江高中(西園)
TPE10132,234,1,10,TPE33256,西園路二段
TPE10132,234,1,11,TPE33257,光復橋
TPE10132,234,1,12,TPE33258,埔墘派出所
TPE10132,234,1,13,TPE33259,埔墘(中山路)
TPE10132,234,1,14,TPE33260,埔墘國小
TPE10132,234,1,15,TPE180068,中山民生路口
TPE10132,234,1,16,TPE33261,西安里
TPE10132,234,1,17,TPE33262,中山漢生路口
TPE10132,234,1,18,TPE33263,新北市政府(中山路)
TPE10132,234,1,19,TPE33264,新北板橋公車站
TPE10132,234,1,20,TPE33265,新北市政府(新府路)
TPE10132,234,1,21,TPE33266,民權路口
TPE10132,234,1,22,TPE33267,板橋外站
TPE10132,234,1,23,TPE33268,後站商圈
TPE10132,234,1,24,TPE33269,鄉雲里
TPE10132,234,1,25,TPE33270,福星里
TPE10132,234,1,26,TPE33271,仁愛新村
TPE10132,234,1,27,TPE33272,豫章工商
TPE10132,234,1,28,TPE33273,亞東科技大學
TPE10132,234,1,29,TPE33274,南雅站
TPE10132,234,1,30,TPE33275,浮洲橋
TPE10132,234,1,31,TPE58028,福安里
TPE10132,234,1,32,TPE33277,力行新村
TPE10132,234,1,33,TPE33278,板橋榮家
TPE10132,234,1,34,TPE33279,中山實小
TPE10132,234,1,35,TPE33280,國立臺灣藝術大學
TPE10132,234,1,36,TPE33281,大觀國小
TPE10132,234,1,37,TPE33282,大觀路一段28巷
TPE10132,234,1,38,TPE33286,僑中一街
TPE10132,234,1,39,TPE33287,歡仔園
TPE10142,南環幹線,0,1,TPE191081,新店站
TPE10142,南環幹線,0,2,TPE56987,安祥路口
TPE10142,南環幹線,0,3,TPE16823,大茅埔
TPE10142,南環幹線,0,4,TPE16825,康樂新村
TPE10142,南環幹線,0,5,TPE16827,仁康醫院
TPE10142,南環幹線,0,6,TPE16829,薏仁坑
TPE10142,南環幹線,0,7,TPE16831,安康車子路口
TPE10142,南環幹線,0,8,TPE16833,台北菸廠
TPE10142,南環幹線,0,9,TPE16835,浪漫貴族
TPE10142,南環幹線,0,10,TPE16837,公崙新村(豐榮醫院)
TPE10142,南環幹線,0,11,TPE16839,安康派出所
TPE10142,南環幹線,0,12,TPE16841,光華新村(安康路)
TPE10142,南環幹線,0,13,TPE156418,安華路口
TPE10142,南環幹線,0,14,TPE16843,下城社區
TPE10142,南環幹線,0,15,TPE16845,胡璉故居紀念館
TPE10142,南環幹線,0,16,TPE16847,頂城
TPE10142,南環幹線,0,17,TPE16849,大坪頂
TPE10142,南環幹線,0,18,TPE16851,溪頭
TPE10142,南環幹線,0,19,TPE16853,捷運新店站(新店路)
TPE10142,南環幹線,0,20,TPE16855,碧潭橋頭
TPE10142,南環幹線,0,21,TPE16857,檳榔路
TPE10142,南環幹線,0,22,TPE16859,捷運新店區公所站(北新)
TPE10142,南環幹線,0,23,TPE16861,七張(北新路)
TPE10142,南環幹線,0,24,TPE16863,捷運七張站
TPE10142,南環幹線,0,25,TPE16865,新店郵局
TPE10142,南環幹線,0,26,TPE56984,寶強路口
TPE10142,南環幹線,0,27,TPE57410,寶橋路口
TPE10142,南環幹線,0,28,TPE56985,寶橋中興路口一
TPE10142,南環幹線,0,29,TPE16871,加油站
TPE10142,南環幹線,0,30,TPE16873,寶高產業園區
TPE10142,南環幹線,0,31,TPE16875,景美女中
TPE10142,南環幹線,0,32,TPE16877,木新市場
TPE10142,南環幹線,0,33,TPE16879,力行國小
TPE10142,南環幹線,0,34,TPE16883,國泰新村(木新)
TPE10142,南環幹線,0,35,TPE57411,忠順廟
TPE10142,南環幹線,0,36,TPE16885,司法新村
TPE10142,南環幹線,0,37,TPE16887,景文中學
TPE10142,南環幹線,0,38,TPE16889,木南公園
TPE10142,南環幹線,0,39,TPE57412,指南路口
TPE10142,南環幹線,0,40,TPE16891,政大
TPE10142,南環幹線,0,41,TPE124233,政大一
TPE10142,南環幹線,0,42,TPE56983,萬興圖書館
TPE10142,南環幹線,0,43,TPE16895,大誠高中
TPE10142,南環幹線,0,44,TPE16897,萬壽橋頭(秀明)
TPE10142,南環幹線,0,45,TPE148692,萬壽橋頭(新光)
TPE10142,南環幹線,0,46,TPE16901,貓纜動物園站
TPE10142,南環幹線,0,47,TPE56988,捷運動物園站
TPE10142,南環幹線,0,48,TPE16905,石壁坑
TPE10142,南環幹線,0,49,TPE57416,風動石
TPE10142,南環幹線,0,50,TPE16907,信義松仁路口(信義)
TPE10142,南環幹線,0,51,TPE16909,捷運台北101/世貿站(市府)
TPE10142,南環幹線,0,52,TPE16911,市政府(市府)
TPE10142,南環幹線,0,53,TPE16913,捷運市政府站
TPE10142,南環幹線,1,1,TPE16915,消防局(松仁)
TPE10142,南環幹線,1,2,TPE16917,興雅國中
TPE10142,南環幹線,1,3,TPE16919,信義松仁路口(松仁)
TPE10142,南環幹線,1,4,TPE57417,風動石
TPE10142,南環幹線,1,5,TPE16921,石壁坑
TPE10142,南環幹線,1,6,TPE16923,捷運動物園站
TPE10142,南環幹線,1,7,TPE58029,貓纜動物園站
TPE10142,南環幹線,1,8,TPE16929,萬壽橋頭(新光)
TPE10142,南環幹線,1,9,TPE148693,萬壽橋頭(秀明)
TPE10142,南環幹線,1,10,TPE57419,萬興國小
TPE10142,南環幹線,1,11,TPE193234,政大一
TPE10142,南環幹線,1,12,TPE16937,新光路口
TPE10142,南環幹線,1,13,TPE57422,指南路口
TPE10142,南環幹線,1,14,TPE16939,木南公園
TPE10142,南環幹線,1,15,TPE16941,景文中學
TPE10142,南環幹線,1,16,TPE16943,司法新村
TPE10142,南環幹線,1,17,TPE16945,忠順廟
TPE10142,南環幹線,1,18,TPE57420,國泰新村(木新)
TPE10142,南環幹線,1,19,TPE16949,力行國小
TPE10142,南環幹線,1,20,TPE16951,木新市場
TPE10142,南環幹線,1,21,TPE16953,景美女中
TPE10142,南環幹線,1,22,TPE16955,寶高產業園區(寶中路)
TPE10142,南環幹線,1,23,TPE16957,寶中路
TPE10142,南環幹線,1,24,TPE16959,臺灣銀行
TPE10142,南環幹線,1,25,TPE57421,寶強路口
TPE10142,南環幹線,1,26,TPE16963,新店郵局
TPE10142,南環幹線,1,27,TPE16965,捷運七張站
TPE10142,南環幹線,1,28,TPE16967,七張(北新路)
TPE10142,南環幹線,1,29,TPE16969,捷運新店區公所站(北新)
TPE10142,南環幹線,1,30,TPE16971,檳榔路
TPE10142,南環幹線,1,31,TPE16973,碧潭橋頭
TPE10142,南環幹線,1,32,TPE16975,捷運新店站(新店路)
TPE10142,南環幹線,1,33,TPE16977,溪頭
TPE10142,南環幹線,1,34,TPE16979,大坪頂
TPE10142,南環幹線,1,35,TPE16981,頂城
TPE10142,南環幹線,1,36,TPE16983,胡璉故居紀念館
TPE10142,南環幹線,1,37,TPE16985,下城社區
TPE10142,南環幹線,1,38,TPE156419,安華路口
TPE10142,南環幹線,1,39,TPE16987,光華新村(安康路)
TPE10142,南環幹線,1,40,TPE16989,安康派出所
TPE10142,南環幹線,1,41,TPE16991,公崙新村(豐榮醫院)
TPE10142,南環幹線,1,42,TPE16993,浪漫貴族
TPE10142,南環幹線,1,43,TPE16995,台北菸廠
TPE10142,南環幹線,1,44,TPE16997,安康車子路口
TPE10142,南環幹線,1,45,TPE16999,薏仁坑
TPE10142,南環幹線,1,46,TPE17001,仁康醫院
TPE10142,南環幹線,1,47,TPE17003,康樂新村
TPE10142,南環幹線,1,48,TPE17005,大茅埔
TPE10142,南環幹線,1,49,TPE17007,安祥路口
TPE10142,南環幹線,1,50,TPE220019,綠中海一期
TPE10142,南環幹線,1,51,TPE191082,新店站
TPE10142,南環幹線,0,1,TPE16853,捷運新店站(新店路)
TPE10142,南環幹線,0,2,TPE16855,碧潭橋頭
TPE10142,南環幹線,0,3,TPE16857,檳榔路
TPE10142,南環幹線,0,4,TPE16859,捷運新店區公所站(北新)
TPE10142,南環幹線,0,5,TPE16861,七張(北新路)
TPE10142,南環幹線,0,6,TPE16863,捷運七張站
TPE10142,南環幹線,0,7,TPE16865,新店郵局
TPE10142,南環幹線,0,8,TPE56984,寶強路口
TPE10142,南環幹線,0,9,TPE57410,寶橋路口
TPE10142,南環幹線,0,10,TPE56985,寶橋中興路口一
TPE10142,南環幹線,0,11,TPE16871,加油站
TPE10142,南環幹線,0,12,TPE16873,寶高產業園區
TPE10142,南環幹線,0,13,TPE16875,景美女中
TPE10142,南環幹線,0,14,TPE16877,木新市場
TPE10142,南環幹線,0,15,TPE16879,力行國小
TPE10142,南環幹線,0,16,TPE16883,國泰新村(木新)
TPE10142,南環幹線,0,17,TPE57411,忠順廟
TPE10142,南環幹線,0,18,TPE16885,司法新村
TPE10142,南環幹線,0,19,TPE16887,景文中學
TPE10142,南環幹線,0,20,TPE16889,木南公園
TPE10142,南環幹線,0,21,TPE57412,指南路口
TPE10142,南環幹線,0,22,TPE16891,政大
TPE10142,南環幹線,0,23,TPE124233,政大一
TPE10142,南環幹線,0,24,TPE56983,萬興圖書館
TPE10142,南環幹線,0,25,TPE16895,大誠高中
TPE10142,南環幹線,0,26,TPE16897,萬壽橋頭(秀明)
TPE10142,南環幹線,0,27,TPE148692,萬壽橋頭(新光)
TPE10142,南環幹線,0,28,TPE16901,貓纜動物園站
TPE10142,南環幹線,0,29,TPE56988,捷運動物園站
TPE10142,南環幹線,0,30,TPE16905,石壁坑
TPE10142,南環幹線,0,31,TPE57416,風動石
TPE10142,南環幹線,0,32,TPE16907,信義松仁路口(信義)
TPE10142,南環幹線,0,33,TPE16909,捷運台北101/世貿站(市府)
TPE10142,南環幹線,0,34,TPE16911,市政府(市府)
TPE10142,南環幹線,0,35,TPE16913,捷運市政府站
TPE10142,南環幹線,1,1,TPE16915,消防局(松仁)
TPE10142,南環幹線,1,2,TPE16917,興雅國中
TPE10142,南環幹線,1,3,TPE16919,信義松仁路口(松仁)
TPE10142,南環幹線,1,4,TPE57417,風動石
TPE10142,南環幹線,1,5,TPE16921,石壁坑
TPE10142,南環幹線,1,6,TPE16923,捷運動物園站
TPE10142,南環幹線,1,7,TPE58029,貓纜動物園站
TPE10142,南環幹線,1,8,TPE16929,萬壽橋頭(新光)
TPE10142,南環幹線,1,9,TPE148693,萬壽橋頭(秀明)
TPE10142,南環幹線,1,10,TPE57419,萬興國小
TPE10142,南環幹線,1,11,TPE193234,政大一
TPE10142,南環幹線,1,12,TPE16937,新光路口
TPE10142,南環幹線,1,13,TPE57422,指南路口
TPE10142,南環幹線,1,14,TPE16939,木南公園
TPE10142,南環幹線,1,15,TPE16941,景文中學
TPE10142,南環幹線,1,16,TPE16943,司法新村
TPE10142,南環幹線,1,17,TPE16945,忠順廟
TPE10142,南環幹線,1,18,TPE57420,國泰新村(木新)
TPE10142,南環幹線,1,19,TPE16949,力行國小
TPE10142,南環幹線,1,20,TPE16951,木新市場
TPE10142,南環幹線,1,21,TPE16953,景美女中
TPE10142,南環幹線,1,22,TPE16955,寶高產業園區(寶中路)
TPE10142,南環幹線,1,23,TPE16957,寶中路
TPE10142,南環幹線,1,24,TPE16959,臺灣銀行
TPE10142,南環幹線,1,25,TPE57421,寶強路口
TPE10142,南環幹線,1,26,TPE16963,新店郵局
TPE10142,南環幹線,1,27,TPE16965,捷運七張站
TPE10142,南環幹線,1,28,TPE16967,七張(北新路)
TPE10142,南環幹線,1,29,TPE16969,捷運新店區公所站(北新)
TPE10142,南環幹線,1,30,TPE16971,檳榔路
TPE10142,南環幹線,1,31,TPE16973,碧潭橋頭
TPE10142,南環幹線,1,32,TPE16975,捷運新店站(新店路)
TPE10181,205,0,1,TPE156480,中華科技大學(正門)
TPE10181,205,0,2,TPE34683,中華科技大學
TPE10181,205,0,3,TPE156481,軍人公墓
TPE10181,205,0,4,TPE34684,凌雲站
TPE10181,205,0,5,TPE34685,九如里二
TPE10181,205,0,6,TPE34686,凌雲五村
TPE10181,205,0,7,TPE34687,九如里一
TPE10181,205,0,8,TPE34688,胡適公園
TPE10181,205,0,9,TPE34689,中研院
TPE10181,205,0,10,TPE34690,中研新村
TPE10181,205,0,11,TPE34691,圓拱橋
TPE10181,205,0,12,TPE34692,南港水廠
TPE10181,205,0,13,TPE34693,誠正國中
TPE10181,205,0,14,TPE34694,南港展覽館
TPE10181,205,0,15,TPE34695,南港
TPE10181,205,0,16,TPE34696,南港高工(南港路)
TPE10181,205,0,17,TPE34697,南港行政中心
TPE10181,205,0,18,TPE34698,台肥新村
TPE10181,205,0,19,TPE34699,南港輪胎
TPE10181,205,0,20,TPE34700,東明里/臺北流行音樂中心
TPE10181,205,0,21,TPE34701,土地公廟
TPE10181,205,0,22,TPE34702,玉成國小
TPE10181,205,0,23,TPE34703,西新里(新新公園)
TPE10181,205,0,24,TPE34704,南港路三段
TPE10181,205,0,25,TPE34705,松山磚廠
TPE10181,205,0,26,TPE34706,玉成里
TPE10181,205,0,27,TPE34707,松山車站(八德)
TPE10181,205,0,28,TPE34708,松山農會
TPE10181,205,0,29,TPE34709,饒河街觀光夜市(八德)
TPE10181,205,0,30,TPE34710,基隆路口
TPE10181,205,0,31,TPE34711,新聚里
TPE10181,205,0,32,TPE34712,八德東寧路口
TPE10181,205,0,33,TPE34713,臺北市區監理所
TPE10181,205,0,34,TPE34714,光復路口
TPE10181,205,0,35,TPE34715,美仁里
TPE10181,205,0,36,TPE34716,臺視
TPE10181,205,0,37,TPE34717,臺安醫院
TPE10181,205,0,38,TPE34718,長安復興路口
TPE10181,205,0,39,TPE34719,長安龍江路口
TPE10181,205,0,40,TPE34720,中山女高
TPE10181,205,0,41,TPE34722,建國啤酒廠
TPE10181,205,0,42,TPE34723,臺北科技大學
TPE10181,205,0,43,TPE34724,華山文創園區
TPE10181,205,0,44,TPE34725,捷運善導寺站
TPE10181,205,0,45,TPE34726,臺北車站(忠孝)
TPE10181,205,0,46,TPE34727,中華路北站
TPE10181,205,0,47,TPE34728,捷運西門站
TPE10181,205,0,48,TPE34729,小南門
TPE10181,205,0,49,TPE34730,聯合醫院和平院區
TPE10181,205,0,50,TPE34731,大埔街
TPE10181,205,0,51,TPE34732,廈安里
TPE10181,205,0,52,TPE34733,南機場公寓
TPE10181,205,0,53,TPE34734,中華南海路口
TPE10181,205,0,54,TPE171078,國興路口
TPE10181,205,0,55,TPE171079,青年公園(國興)
TPE10181,205,0,56,TPE34735,青年公園(青年)
TPE10181,205,0,57,TPE125208,青年社區
TPE10181,205,0,58,TPE34737,中正新城
TPE10181,205,0,59,TPE34738,青年路
TPE10181,205,0,60,TPE34739,青年路派出所
TPE10181,205,0,61,TPE34740,光仁國小
TPE10181,205,1,1,TPE34741,萬大國小
TPE10181,205,1,2,TPE34742,德昌街口
TPE10181,205,1,3,TPE34743,西藏路口
TPE10181,205,1,4,TPE34744,萬大路
TPE10181,205,1,5,TPE34745,莒光路口
TPE10181,205,1,6,TPE34746,萬華車站
TPE10181,205,1,7,TPE34747,龍山寺(康定)
TPE10181,205,1,8,TPE34748,祖師廟(康定)
TPE10181,205,1,9,TPE34749,祖師廟(貴陽)
TPE10181,205,1,10,TPE34750,貴陽街
TPE10181,205,1,11,TPE34751,捷運西門站
TPE10181,205,1,12,TPE34752,中華路北站
TPE10181,205,1,13,TPE34753,臺北車站(忠孝)
TPE10181,205,1,14,TPE34754,捷運善導寺站
TPE10181,205,1,15,TPE34755,華山文創園區
TPE10181,205,1,16,TPE34756,臺北科技大學
TPE10181,205,1,17,TPE34757,進安公園
TPE10181,205,1,18,TPE34758,中影八德大樓
TPE10181,205,1,19,TPE34759,中崙
TPE10181,205,1,20,TPE34760,臺安醫院
TPE10181,205,1,21,TPE34761,臺視
TPE10181,205,1,22,TPE34762,美仁里
TPE10181,205,1,23,TPE34763,光復路口
TPE10181,205,1,24,TPE34764,臺北市區監理所
TPE10181,205,1,25,TPE34765,八德東寧路口
TPE10181,205,1,26,TPE34766,新聚里
TPE10181,205,1,27,TPE34767,饒河街觀光夜市(八德)
TPE10181,205,1,28,TPE34768,松山農會
TPE10181,205,1,29,TPE34769,松山車站(八德)
TPE10181,205,1,30,TPE34770,玉成里
TPE10181,205,1,31,TPE34771,松山磚廠
TPE10181,205,1,32,TPE34772,南港路三段
TPE10181,205,1,33,TPE34773,西新里(新新公園)
TPE10181,205,1,34,TPE34774,玉成國小
TPE10181,205,1,35,TPE34775,土地公廟
TPE10181,205,1,36,TPE34776,東明里/臺北流行音樂中心
TPE10181,205,1,37,TPE34777,南港輪胎
TPE10181,205,1,38,TPE34778,台肥新村
TPE10181,205,1,39,TPE34779,南港行政中心
TPE10181,205,1,40,TPE34780,南港高工(南港路)
TPE10181,205,1,41,TPE34781,南港
TPE10181,205,1,42,TPE34782,南港展覽館
TPE10181,205,1,43,TPE34783,誠正國中
TPE10181,205,1,44,TPE34784,南港水廠
TPE10181,205,1,45,TPE34785,圓拱橋
TPE10181,205,1,46,TPE34786,中研新村
TPE10181,205,1,47,TPE34787,中研院
TPE10181,205,1,48,TPE34788,胡適公園
TPE10181,205,1,49,TPE34789,九如里一
TPE10181,205,1,50,TPE34790,凌雲五村
TPE10181,205,1,51,TPE34791,九如里二
TPE10181,205,1,52,TPE34792,凌雲站
TPE10181,205,1,53,TPE156482,中華科技大學(正門)
TPE10181,205,1,54,TPE34793,中華科技大學
TPE10181,205,1,55,TPE156483,軍人公墓
TPE10221,618,0,1,TPE20012,西盛
TPE10221,618,0,2,TPE56977,東方之星
TPE10221,618,0,3,TPE20013,西盛館
TPE10221,618,0,4,TPE20014,家麒新天地
TPE10221,618,0,5,TPE20015,正豐
TPE10221,618,0,6,TPE20016,大唐江山
TPE10221,618,0,7,TPE20017,民安西路403巷口
TPE10221,618,0,8,TPE20018,光華街口
TPE10221,618,0,9,TPE20019,新寶社區
TPE10221,618,0,10,TPE20020,光明里
TPE10221,618,0,11,TPE20021,光華國小(民安西路)
TPE10221,618,0,12,TPE20022,福祿新城一
TPE10221,618,0,13,TPE20023,福祿新城二
TPE10221,618,0,14,TPE20024,民安陸橋
TPE10221,618,0,15,TPE20025,民安路
TPE10221,618,0,16,TPE20026,後港社區
TPE10221,618,0,17,TPE20027,建福路口
TPE10221,618,0,18,TPE20028,建安街口
TPE10221,618,0,19,TPE20029,後港一路
TPE10221,618,0,20,TPE20030,建國一路
TPE10221,618,0,21,TPE20031,捷運輔大站(建國一路)
TPE10221,618,0,22,TPE134858,捷運輔大站
TPE10221,618,0,23,TPE20032,盲人重建院
TPE10221,618,0,24,TPE20033,公園一路
TPE10221,618,0,25,TPE20034,新泰國小(新泰公園)
TPE10221,618,0,26,TPE20035,材試所
TPE10221,618,0,27,TPE20036,新泰國中南站
TPE10221,618,0,28,TPE20037,中平路
TPE10221,618,0,29,TPE20038,新莊高中
TPE10221,618,0,30,TPE152380,新莊高中(幸福路)
TPE10221,618,0,31,TPE20039,中和街口
TPE10221,618,0,32,TPE20040,中港
TPE10221,618,0,33,TPE20041,幸福中華路口
TPE10221,618,0,34,TPE20042,幸福新城
TPE10221,618,0,35,TPE20043,幸福思源路口
TPE10221,618,0,36,TPE156485,幸福東路
TPE10221,618,0,37,TPE20044,化成路口
TPE10221,618,0,38,TPE20045,頭前里
TPE10221,618,0,39,TPE20046,頭前國小
TPE10221,618,0,40,TPE20047,善導庵
TPE10221,618,0,41,TPE20048,頭前庄
TPE10221,618,0,42,TPE20049,新北大道化成路口
TPE10221,618,0,43,TPE20050,新北大道中興路口
TPE10221,618,0,44,TPE20051,新北大道中華路口
TPE10221,618,0,45,TPE20052,三重區公所(新北大道)
TPE10221,618,0,46,TPE20053,聯合醫院(三重院區)
TPE10221,618,0,47,TPE20054,大同路口
TPE10221,618,0,48,TPE129765,天台廣場
TPE10221,618,0,49,TPE20055,捷運台北橋站
TPE10221,618,0,50,TPE168620,三重派出所(重新路)
TPE10221,618,0,51,TPE20056,捷運民權西路站
TPE10221,618,0,52,TPE20057,防癆協會
TPE10221,618,0,53,TPE20058,大同國小
TPE10221,618,0,54,TPE20059,民族承德路口
TPE10221,618,0,55,TPE20060,庫倫街口
TPE10221,618,0,56,TPE20061,明倫高中
TPE10221,618,0,57,TPE20062,劍潭國小
TPE10221,618,0,58,TPE20063,圓山皇宮大廈
TPE10221,618,0,59,TPE20064,大南路口
TPE10221,618,0,60,TPE20065,士商路
TPE10221,618,0,61,TPE20066,士林區行政中心(中正)
TPE10221,618,0,62,TPE20067,士林國中
TPE10221,618,0,63,TPE192378,士林國小
TPE10221,618,0,64,TPE20068,小北街
TPE10221,618,1,1,TPE20069,捷運劍潭站(北藝中心)
TPE10221,618,1,2,TPE20070,圓山皇宮大廈
TPE10221,618,1,3,TPE20071,劍潭國小
TPE10221,618,1,4,TPE20072,明倫高中
TPE10221,618,1,5,TPE20074,庫倫街口
TPE10221,618,1,6,TPE20075,民族承德路口
TPE10221,618,1,7,TPE20076,大同國小
TPE10221,618,1,8,TPE20077,民權大龍街口
TPE10221,618,1,9,TPE148553,三重派出所(重新路)
TPE10221,618,1,10,TPE20078,捷運台北橋站
TPE10221,618,1,11,TPE20079,天台廣場
TPE10221,618,1,12,TPE20080,大同路口
TPE10221,618,1,13,TPE20081,聯合醫院(三重院區)
TPE10221,618,1,14,TPE20082,三重區公所(新北大道)
TPE10221,618,1,15,TPE20083,新北大道中華路口
TPE10221,618,1,16,TPE20084,新北大道重光街口
TPE10221,618,1,17,TPE20085,化成新北大道路口
TPE10221,618,1,18,TPE20086,頭前庄
TPE10221,618,1,19,TPE20087,善導庵
TPE10221,618,1,20,TPE20088,頭前國小
TPE10221,618,1,21,TPE20089,頭前里
TPE10221,618,1,22,TPE20090,化成路口
TPE10221,618,1,23,TPE156486,幸福東路
TPE10221,618,1,24,TPE20091,幸福思源路口
TPE10221,618,1,25,TPE20092,幸福新城
TPE10221,618,1,26,TPE20093,幸福中華路口
TPE10221,618,1,27,TPE20094,中港
TPE10221,618,1,28,TPE20095,中和街口
TPE10221,618,1,29,TPE152381,新莊高中(幸福路)
TPE10221,618,1,30,TPE20096,新莊高中
TPE10221,618,1,31,TPE20097,中平路
TPE10221,618,1,32,TPE20098,新泰復興路口
TPE10221,618,1,33,TPE20099,材試所
TPE10221,618,1,34,TPE20100,新泰國小(新泰公園)
TPE10221,618,1,35,TPE20101,公園一路
TPE10221,618,1,36,TPE20102,盲人重建院
TPE10221,618,1,37,TPE134859,捷運輔大站
TPE10221,618,1,38,TPE20103,捷運輔大站(建國一路)
TPE10221,618,1,39,TPE20104,建國一路
TPE10221,618,1,40,TPE20105,後港一路
TPE10221,618,1,41,TPE20106,建安街口
TPE10221,618,1,42,TPE20107,建福路口
TPE10221,618,1,43,TPE20108,後港社區
TPE10221,618,1,44,TPE20109,民安路
TPE10221,618,1,45,TPE20110,民安陸橋
TPE10221,618,1,46,TPE20111,福祿新城二
TPE10221,618,1,47,TPE20112,福祿新城一
TPE10221,618,1,48,TPE20113,光華國小(民安西路)
TPE10221,618,1,49,TPE20114,光明里
TPE10221,618,1,50,TPE20115,新寶社區
TPE10221,618,1,51,TPE20116,光華街口
TPE10221,618,1,52,TPE20117,民安西路403巷口
TPE10221,618,1,53,TPE20118,大唐江山
TPE10221,618,1,54,TPE20119,正豐
TPE10221,618,1,55,TPE194704,西盛一
TPE10221,618,1,56,TPE20120,家麒新天地
TPE10221,618,1,57,TPE20121,西盛館
TPE10221,618,1,58,TPE56978,東方之星
TPE10221,618,1,59,TPE20122,西盛
TPE10231,民權幹線,0,1,TPE151077,向陽公園
TPE10231,民權幹線,0,2,TPE10001,南港分局(重陽)
TPE10231,民權幹線,0,3,TPE10003,中國電視公司
TPE10231,民權幹線,0,4,TPE10005,東新國小
TPE10231,民權幹線,0,5,TPE10007,興華路
TPE10231,民權幹線,0,6,TPE10009,南港行政中心
TPE10231,民權幹線,0,7,TPE10011,南港高工(南港路)
TPE10231,民權幹線,0,8,TPE10013,南港軟體園區南站
TPE10231,民權幹線,0,9,TPE10015,南港軟體園區北站
TPE10231,民權幹線,0,10,TPE10017,捷運東湖站(南湖高中)
TPE10231,民權幹線,0,11,TPE10019,明湖國中
TPE10231,民權幹線,0,12,TPE10021,明湖國小(公共電視台)
TPE10231,民權幹線,0,13,TPE10023,捷運葫洲站(康寧大學)
TPE10231,民權幹線,0,14,TPE10025,民權隧道
TPE10231,民權幹線,0,15,TPE10027,民權隧道二
TPE10231,民權幹線,0,16,TPE10029,民權東路六段(民權敦品)
TPE10231,民權幹線,0,17,TPE10031,國防醫學院(網球中心)
TPE10231,民權幹線,0,18,TPE10033,福華商場
TPE10231,民權幹線,0,19,TPE10035,內湖行政大樓
TPE10231,民權幹線,0,20,TPE10037,三民國中
TPE10231,民權幹線,0,21,TPE10039,時報廣場
TPE10231,民權幹線,0,22,TPE10041,民權大橋
TPE10231,民權幹線,0,23,TPE10043,三民國小
TPE10231,民權幹線,0,24,TPE10045,民權國小
TPE10231,民權幹線,0,25,TPE10047,中華航空
TPE10231,民權幹線,0,26,TPE10049,民權敦化路口
TPE10231,民權幹線,0,27,TPE10051,民權復興路口
TPE10231,民權幹線,0,28,TPE10053,民權龍江路口
TPE10231,民權幹線,0,29,TPE10055,民權建國路口
TPE10231,民權幹線,0,30,TPE10057,民權松江路口
TPE10231,民權幹線,0,31,TPE10059,民權吉林路口
TPE10231,民權幹線,0,32,TPE10061,捷運中山國小站
TPE10231,民權幹線,0,33,TPE10063,民權中山路口
TPE10231,民權幹線,0,34,TPE10065,捷運民權西路站
